District,Chiefdom,Name of PHU,Community,School Name,School enrollment
Pujehun,PANGA,Bassalleh MCHP,MASSAM WA (PANGA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,311
Pujehun,PANGA,Bassalleh MCHP,BASSALEH (PANGA),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,138
Pujehun,YAKEMU KPUKUMU,Bassalleh MCHP,JABAMA FORTUNE (YKK),UNITED MUSLIM ASSOCIATION PRIMARY SCHOOL,140
Pujehun,PANGA,Sawula MCHP,SAWULA (PANGA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,218
Pujehun,PANGA,Tongay MCHP,NIAGOREHUN (PANGA),"LIFE OF LIGHTY PRIMARY SCHOOL, NIAGOREHUN",95
Pujehun,PANGA,Tongay MCHP,TONGAY (PANGA),UNITED MUSLIM ASSOCIATION PRIMARY SCHOOL,160
Pujehun,PANGA,Blama Puila MCHP,BLAMA PULLA (PANGA),ROMAN CATHOLIC PRIMARY SCHOOL,169
Pujehun,PANGA,Vawahun Kayimba MCHP,VAWAHUN (PANGA),UNITED MUSLIM ASSOCIATION PRIMARY SCHOOL,228
Pujehun,PANGA,Vawahun Kayimba MCHP,GRIEMA (KPAKA),ANSARUL ISLAMIC PRIMARYU SCHOOL,182
Pujehun,PANGA,Vawahun Kayimba MCHP,LOTTU (KPAKA),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,255
Pujehun,KPANGA KRIM,Bayama MCHP,WOMBAY (PANGA KRIM),DAVID MS LAHAI AND BERNADETTE L LAHAI MEMORIAL SCHOOL,227
Pujehun,KPANGA KRIM,Bayama MCHP,BAYAMA (PANGA KRIM),SIERRA LEONE CHURCH PRIMARY SCHOOL,193
Pujehun,KPANGA KRIM,Bayama MCHP,YAWEI (PANGA),UNITED MUSLIM ASSOCIATION PRIMARY SCHOOL,140
Pujehun,KPANGA KRIM,Borborbu MCHP,WALIMA (PANGA KRIM),SIERRA LEONE CHURCH PRIMARY SCHOOL,158
Pujehun,KPANGA KRIM,Borborbu MCHP,BORBORBU (PANGA KRIM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,210
Pujehun,KPANGA KRIM,Gobaru CHC,GOBARU (PANGA KRIM),SIERRA LEONE CHURCH PRIMARY SCHOOL,267
Pujehun,KPANGA KRIM,Gobaru CHC,YONNI TOWN (PANGA),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,255
Pujehun,KPANGA KRIM,Gobaru CHC,YONNI TOWN (PANGA),SAINT PATRICK'S PRIMARY SCHOOL,267
Pujehun,PANGA KRIM,Vaama (Krim) MCHP,VAAMA,ROMAN CATHOLIC PRIMARY SCHOOL,202
Pujehun,PANGA KRIM,Vaama (Krim) MCHP,GANDORHUN (PANGA KRIM),SIERRA LEONE CHURCH PRIMARY SCHOOL,185
Pujehun,PEJEH (FUTA PEJE),Bongay MCHP,GBONGAY (PEJEH (FUTA PEJE)),AHMADIYYA MUSLIM PRIMARY SCHOOL,238
Pujehun,PEJEH (FUTA PEJE),Bongay MCHP,NJAGBEMA (PEJEH (FUTA PEJE)),AHMADIYYA MUSLIM PRIMARY SCHOOL,153
Pujehun,PEJEH (FUTA PEJE),Bongay MCHP,GBONGAY (PEJEH (FUTA PEJE)),SIERRA LEONE CHURCH PRIMARY SCHOOL,222
Pujehun,PEJEH (FUTA PEJE),Bumbeh MCHP,KOMENDE (PEJEH (FUTA PEJE)),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,176
Pujehun,PEJEH (FUTA PEJE),Bumbeh MCHP,BLAMA GIYAH (PEJEH (FUTA PEJE)),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,228
Pujehun,PEJEH (FUTA PEJE),Bumbeh MCHP,BUMBEH (PEJEH (FUTA PEJE)),ROMAN CATHOLIC PRIMARY SCHOOL,187
Pujehun,PEJEH (FUTA PEJE),Futa CHC,MASSA (PEJEH (FUTA PEJE)),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,445
Pujehun,PEJEH (FUTA PEJE),Futa CHC,KOIVA (PEJEH (FUTA PEJE)),SIERRA LEONE CHURCH PRIMARY SCHOOL,266
Pujehun,PEJEH (FUTA PEJE),Futa CHC,KOIVA (PEJEH (FUTA PEJE)),NATIONAL ISALIMIC PRIMARY SCHOOL,259
Pujehun,PEJEH (FUTA PEJE),Futa CHC,FUTA (PEJEH (FUTA PEJE)),ROMAN CATHOLIC PRIMARY SCHOOL,403
Pujehun,PEJEH (FUTA PEJE),Pejewa MCHP,PEJEWA (PEJEH (FUTA PEJE)),ROMAN CATHOLIC PRIMARY SCHOOL,275
Pujehun,PEJEH (FUTA PEJE),Pejewa MCHP,PEJEWA (PEJEH (FUTA PEJE)),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,174
Pujehun,PEJEH (FUTA PEJE),Helebu MCHP,HELEBU (PEJEH (FUTA PEJE)),SIERRA LEONE CHURCH PRIMARY SCHOOL,300
Pujehun,PEJEH (FUTA PEJE),Helebu MCHP,LEIN (PEJEH (FUTA PEJE)),SIERRA LEONE CHURCH PRIMARY SCHOOL,162
Pujehun,PERRI,Blama Perri MCHP,NGOLAHUN PERI (PERRI),NATIONAL ISALIMIC PRIMARY SCHOOL,124
Pujehun,PERRI,Blama Perri MCHP,BO-PERI (PERRI),TATO PRIMARY SCHOOL BLAMA PERRI,69
Pujehun,PERRI,Blama Perri MCHP,BO-PERI (PERRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,161
Pujehun,PERRI,Blama Perri MCHP,MATEGBEMA (PERRI),NATIONAL ISALIMIC PRIMARY SCHOOL,263
Pujehun,PERRI,Bomi MCHP,NJALA (PERRI),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,224
Pujehun,PERRI,Bomi MCHP,TEIKPAI (PERRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,129
Pujehun,PERRI,Bomi MCHP,BOMI (PERRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,273
Pujehun,PERRI,Bumpeh CHC,SUAWOH (PERRI),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,266
Pujehun,PERRI,Bumpeh CHC,GBANAHUN (PERRI),NATIONAL ISALIMIC PRIMARY SCHOOL,153
Pujehun,PERRI,Bumpeh CHC,BAOMA (PERRI),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,215
Pujehun,PERRI,Kowama MCHP,KOWAMA (PERRI),SAINT ANTHONY'S ROMAN CATHOLIC PRIMARY SCHOOL,181
Pujehun,PERRI,Kowama MCHP,SARGUEHUN (PERRI),SAINT ANTHONY'S ROMAN CATHOLIC PRIMARY SCHOOL,175
Pujehun,PERRI,Kowama MCHP,SEMBEHUN (PANGA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,177
Pujehun,PERRI,Saama Perri MCHP,SAAMA (PERRI),ROMAN CATHOLIC PRIMARY SCHOOL,210
Pujehun,PERRI,Saama Perri MCHP,BOPON (PERRI),ANSARUL ISLAMIC PRIMARY,255
Pujehun,PERRI,Falaba CHP,FONDUE PERRI (PERRI),SIERRA LEONE CHURCH PRIMARY SCHOOL,220
Pujehun,PERRI,Falaba CHP,FALABA (PERRI),SAINT EDWARD'S ROMAN CATHOLIC PRIMARY SCHOOL,194
Pujehun,Galliness,Bandama MCHP,NYEYAMA (PERRI),UNITED MUSLIM ASSOCIATION PRIMARY SCHOOL,110
Pujehun,PERRI,Ngajubaoma Missibu MCHP,NGAJUBAOMA MISSIBU (PERRI),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,150
Pujehun,SORO GBEMA,Malema 2 MCHP,MALEMA 2 (SORO GBEMA),NATIONAL ISALIMIC PRIMARY SCHOOL,10
Pujehun,SORO GBEMA,Malema 2 MCHP,HEGBEIMA (SORO GBEMA),NATIONAL ISLAMIC MISSION PRIMARY,293
Pujehun,SORO GBEMA,Malema 2 MCHP,MACCA SORO (SORO GBEMA),NATIONAL ISLAMIC MISSION PRIMARY SCHOOL,275
Pujehun,SORO GBEMA,Malema 2 MCHP,GBAAMA (SORO GBEMA),AHMADIYYA MUSLIM PRIMARY SCHOOL,319
Pujehun,SORO GBEMA,Fairo CHC,SURMU (SORO GBEMA),AHMADIYYA MUSLIM PRIMARY SCHOOL,358
Pujehun,SORO GBEMA,Fairo CHC,NGEIMA (SORO GBEMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,173
Pujehun,SORO GBEMA,Fairo CHC,FAIRO (SORO GBEMA),AHMADIYYA MUSLIM PRIMARY SCHOOL,196
Pujehun,SORO GBEMA,Fairo CHC,FAIRO (SORO GBEMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,431
Pujehun,SORO GBEMA,Sulima CHP,SULIMA (SORO GBEMA),SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL,200
Pujehun,SORO GBEMA,Sulima CHP,MAINA (SORO GBEMA),AHMADIYYA MUSLIM PRIMARY SCHOOL,277
Pujehun,SORO GBEMA,Sulima CHP,JURING (SORO GBEMA),SIERRA LEONE CHURCH PRIMARY SCHOOL,207
Pujehun,SORO GBEMA,Sulima CHP,SULIMA (SORO GBEMA),ROMAN CATHOLIC PRIMARY SCHOOL,310
Pujehun,SORO GBEMA,Fanima CHP,SIMBARU (SORO GBEMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,195
Pujehun,SORO GBEMA,Fanima CHP,GOLAWAHUN (SORO GBEMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,205
Pujehun,SORO GBEMA,Fanima CHP,FANIMA (SORO GBEMA),NATIONAL ISALIMIC PRIMARY SCHOOL,150
Pujehun,SORO GBEMA,Jendema CHC,GOHN (SORO GBEMA),SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL,265
Pujehun,SORO GBEMA,Jendema CHC,JENDEMA (SORO GBEMA),ROMAN CATHOLIC PRIMARY SCHOOL,351
Pujehun,SORO GBEMA,Jendema CHC,JENDEMA (SORO GBEMA),AHMADIYYA MUSLIM PRIMARY SCHOOL,435
Pujehun,SORO GBEMA,Jendema CHC,MALOME (SORO GBEMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,168
Pujehun,SORO GBEMA,Jendema CHC,GOHN (SORO GBEMA),AHMADIYYA MUSLIM PRIMARY SCHOOL,201
Pujehun,SORO GBEMA,Jendema CHC,JENDEMA (SORO GBEMA),SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL,449
Pujehun,SORO GBEMA,Tindor MCHP,SINNI (SORO GBEMA),SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL,192
Pujehun,SORO GBEMA,Tindor MCHP,TINDOR (SORO GBEMA),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,283
Pujehun,SORO GBEMA,Navai MCHP,PELEWAHUN (SORO GBEMA),NATIONAL ISALIMIC PRIMARY SCHOOL,206
Pujehun,SORO GBEMA,Navai MCHP,NAVAI (SORO GBEMA),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,183
Pujehun,SORO GBEMA,Wai MCHP,KULAKOR (SORO GBEMA),COMMUNITY PRIMARY SCHOOL,300
Pujehun,SORO GBEMA,Wai MCHP,JEMBEH (SORO GBEMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,265
Pujehun,SORO GBEMA,Wai MCHP,WAI (SORO GBEMA),ROMAN CATHOLIC PRIMARY SCHOOL,243
Pujehun,SORO GBEMA,Futagolawoma MCHP,VORKOMA (SORO GBEMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,130
Pujehun,SORO GBEMA,Futagolawoma MCHP,GIBINA (SORO GBEMA),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,233
Pujehun,SORO GBEMA,Futagolawoma MCHP,FUTA GOLAWOMA (SORO GBEMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,290
Pujehun,SORO GBEMA,Koijeh MCHP,KOIJEH (SORO GBEMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,308
Pujehun,SORO GBEMA,Koijeh MCHP,MANO KPEDEH (SORO GBEMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,372
Pujehun,SORO GBEMA,Malema 1 MCHP,MALEMA (SORO GBEMA),ROMAN CATHOLIC PRIMARY SCHOOL,445
Pujehun,SORO GBEMA,Gondama MCHP,GIJAMA (SORO GBEMA),AHMADIYYA MUSLIM PRIMARY SCHOOL,324
Pujehun,SORO GBEMA,Sengama MCHP,SENGAMA (SORO GBEMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,346
Pujehun,SOROGBEMA,Jendema CHC,JENDEMA (SORO GBEMA),Pentecostal Primary School (New ),370
Pujehun,SOROGBEMA,Jendema CHC,JENDEMA (SORO GBEMA),Every Nation Primary |School,46
Pujehun,SOWA,Bandajuma CHC,FAYAMA (SOWA),ROMAN CATHOLIC PRIMARY SCHOOL,90
Pujehun,SOWA,Bandajuma CHC,GANDORHUN (SOWA),ROMAN CATHOLIC PRIMARY SCHOOL,359
Pujehun,SOWA,Bandajuma CHC,NGOMBAHUN (SOWA),AHMADIYYA MUSLIM PRIMARY SCHOOL,203
Pujehun,SOWA,Bandajuma CHC,BANDAJUMA (SOWA),ROMAN CATHOLIC PRIMARY SCHOOL,365
Pujehun,SOWA,Bandajuma CHC,UPPER SEMBEH (SOWA),MADIMA ISLAMIC PRIMARY SCHOOL,76
Pujehun,SOWA,Bandajuma CHC,BANDAJUMA (SOWA),AHMADIYYA MUSLIM PRIMARY SCHOOL,325
Pujehun,SOWA,Geoma CHP,LOWER Geoma (SOWA),JONATHAN'S CHILD CARE,215
Pujehun,SOWA,Geoma CHP,GEOMA JAGOR (SOWA),ROMAN CATHOLIC PRIMARY SCHOOL,393
Pujehun,SOWA,Geoma CHP,NYANDEHUN (SOWA),JONATHAN'S CHILD CARE PRIMARY,163
Pujehun,SOWA,Vawahun MCHP,LOWOMA (SOWA),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,332
Pujehun,SOWA,Vawahun MCHP,VAWAHUN (SOWA),SIERRA LEONE CHURCH PRIMARY SCHOOL,222
Pujehun,SOWA,Vawahun MCHP,LOWOMA (SOWA),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,332
Pujehun,SOWA,Upper Komende MCHP,UPPER KOMENDE (SOWA),NATIONAL ISLAMIC MISSION PRIMARY,187
Pujehun,SOWA,Lower Komende MCHP,LOWER KOMENDE (SOWA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,205
Pujehun,SOWA,Bandajuma CHC,Korjie,Street Child Community School,252
Pujehun,YAKEMU KPUKUMU,Messima MCHP,GONDAMA (YAKEMU KPUKUMU),NATIONAL ISALIMIC PRIMARY SCHOOL,192
Pujehun,YAKEMU KPUKUMU,Messima MCHP,MESSIMA (YAKEMU KPUKUMU),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,256
Pujehun,YAKEMA KPUKUMU,Saama Sowonde MCHP,DAAMA (YAKEMU KPUKUMU),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,240
Pujehun,YAKEMA KPUKUMU,Saama Sowonde MCHP,SAAMA (YAKEMU KPUKUMU),SIERRA LEONE CHURCH PRIMARY SCHOOL,130
Pujehun,YAKEMU KPUKUMU,Bangorma MCHP,FUNKIA (YAKEMU KPUKUMU),NATIONAL ISLAMIC MISSION PRIMARY,158
Pujehun,YAKEMA KPUKUMU,Bangorma MCHP,NJAGBEMA (YAKEMU KPUKUMU),SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL,186
Pujehun,YAKEMA KPUKUMU,Bangorma MCHP,BANGORMA (YAKEMU KPUKUMU),SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL,189
Pujehun,YAKEMU KPUKUMU,Karlu CHC,KARLU (YAKEMU KPUKUMU),SIERRA LEONE CHURCH PRIMARY SCHOOL,307
Pujehun,YAKEMA KPUKUMU,Kombeima MCHP,KOMBEIMA (YAKEMU KPUKUMU),SIERRA LEONE CHURCH PRIMARY SCHOOL,367
Pujehun,YAKEMA KPUKUMU,Borma MCHP,BORMA (YAKEMU KPUKUMU),SIERRA LEONE CHURCH PRIMARY SCHOOL,204
Pujehun,YAKEMA KPUKUMU,Kobompi MCHP,KOBOMPI (YAKEMU KPUKUMU),SIERRA LEONE CHURCH PRIMARY SCHOOL,325
